Sequence ID,H_F1-FR1,H_F2-FR1,H_F3-FR1,H_F4-FR1,H_F5-FR1,H_F1-CDR1,H_F2-CDR1,H_F3-CDR1,H_F4-CDR1,H_F5-CDR1,H_F1-FR2,H_F2-FR2,H_F3-FR2,H_F4-FR2,H_F5-FR2,H_F1-CDR2,H_F2-CDR2,H_F3-CDR2,H_F4-CDR2,H_F5-CDR2,H_F1-FR3,H_F2-FR3,H_F3-FR3,H_F4-FR3,H_F5-FR3,L_F1-FR1,L_F2-FR1,L_F3-FR1,L_F4-FR1,L_F5-FR1,L_F1-CDR1,L_F2-CDR1,L_F3-CDR1,L_F4-CDR1,L_F5-CDR1,L_F1-FR2,L_F2-FR2,L_F3-FR2,L_F4-FR2,L_F5-FR2,L_F1-CDR2,L_F2-CDR2,L_F3-CDR2,L_F4-CDR2,L_F5-CDR2,L_F1-FR3,L_F2-FR3,L_F3-FR3,L_F4-FR3,L_F5-FR3,is_sarscov2_related
BD57-073,-0.19,-0.077,-1.041,0.433,-0.577,-0.262,1.103,0.319,0.3,0.542,0.037,0.296,0.003,0.062,-0.008,-0.034,0.697,-0.793,0.431,-0.289,0.011,0.153,-0.63,0.46,-0.319,-0.183,0.682,-1.295,0.591,-0.624,0.187,0.583,0.889,0.252,0.757,-0.135,0.141,0.038,0.21,0.044,0.554,1.018,-0.721,0.111,-0.26,0.048,0.343,-0.988,0.458,-0.533,1
BD57-077,-0.247,0.169,-1.002,0.726,-0.398,-0.339,0.031,0.653,0.43,0.59,-0.156,-0.189,-0.069,0.217,0.022,0.239,0.414,0.008,0.105,0.115,0.02,0.05,-0.198,0.258,-0.096,-0.183,0.682,-1.295,0.591,-0.624,-0.032,0.776,0.121,0.532,0.26,-0.1,0.155,-0.04,0.267,-0.06,0.326,1.019,-0.121,-0.112,-0.067,0.039,0.391,-1.13,0.448,-0.599,1
BD57-078,-0.209,0.159,-1.015,0.732,-0.452,-0.082,0.116,0.297,0.172,-0.115,-0.099,0.202,-0.231,0.1,-0.05,-0.363,0.464,0.569,0.359,0.293,0.109,0.05,0.128,0.275,0.194,-0.232,0.519,-1.527,0.596,-0.866,0.127,0.902,0.117,0.179,0.237,-0.208,0.112,-0.203,0.398,-0.056,0.98,0.653,-0.353,-0.199,-0.459,0.04,0.452,-0.323,0.462,0.027,1
BD57-082,-0.112,0.122,-0.113,0.537,-0.08,-0.505,0.615,-0.466,1.006,0.044,-0.173,-0.242,-0.306,0.444,-0.168,0.419,-0.036,-0.513,-0.462,-1.203,0.025,0.142,-0.279,0.308,-0.144,-0.2,0.494,-1.224,0.631,-0.605,-0.111,0.742,-0.605,0.307,-0.56,0.041,0.138,-0.286,-0.048,-0.077,0.322,-0.301,0.744,0.395,-0.389,0.097,0.365,-0.864,0.431,-0.403,1
BD57-085,0.075,0.079,-0.77,0.495,-0.374,-0.521,0.379,1.199,-0.213,0.538,0.08,0.013,0.621,-0.028,0.584,0.103,0.761,-1.377,0.213,-1.191,-0.125,0.242,-0.881,0.266,-0.522,-0.091,0.341,-0.558,0.349,-0.29,-0.212,0.707,-0.894,0.501,-0.345,-0.082,0.492,-0.394,0.149,-0.319,1.117,-0.108,-0.293,-0.105,-1.049,0.051,0.427,-1.08,0.409,-0.644,1
BD57-087,-0.019,0.145,-1.389,0.518,-0.723,-0.18,0.942,-1.396,0.544,-0.666,-0.043,0.048,0.35,0.215,0.394,-0.719,0.083,0.09,1.011,-0.098,0.006,0.112,-0.191,0.355,-0.117,-0.228,0.615,-1.127,0.614,-0.569,0.042,0.627,0.149,0.365,0.254,-0.078,0.045,-0.179,0.106,0.078,0.111,1.293,-0.71,0.515,0.117,0.042,0.348,-0.827,0.47,-0.498,1
BD57-088,-0.239,0.239,-1.156,0.706,-0.506,-0.402,0.391,0.021,0.404,0.034,-0.19,-0.132,-0.074,0.299,-0.002,0.019,0.121,-1.169,0.516,-0.751,0.114,0.011,-0.079,0.28,0.038,-0.188,0.237,-1.131,0.54,-0.529,-0.122,0.717,-2.01,0.177,-1.244,0.177,0.128,-0.019,0.107,0.11,-0.47,-0.402,-2.075,1.27,-0.98,-0.175,0.48,-0.838,0.449,-0.497,1
BD57-089,-0.033,0.037,-1.228,0.554,-0.623,-0.113,0.7,1.522,0.078,0.874,-0.195,0.065,0.282,0.16,0.161,0.019,0.956,-0.248,0.408,-0.062,0.02,0.045,-0.276,0.356,-0.163,-0.228,0.615,-1.127,0.614,-0.569,0.104,0.808,0.476,0.292,0.416,-0.186,0.015,-0.331,0.272,-0.132,-0.121,-0.049,1.526,0.547,0.893,0.027,0.329,-0.678,0.509,-0.308,1
BD57-092,-0.033,0.037,-1.228,0.554,-0.623,-0.149,0.637,1.412,0.296,0.849,-0.021,-0.118,-0.131,-0.06,0.079,-0.15,0.784,1.263,0.483,0.943,0.039,0.022,-0.023,0.382,-0.1,-0.197,0.255,-0.986,0.505,-0.459,-0.089,0.538,-0.847,0.217,-0.584,0.196,0.086,-0.076,0.108,0.131,-0.47,-0.402,-2.075,1.27,-0.98,-0.175,0.48,-0.838,0.449,-0.497,1
BD57-096,-0.019,0.145,-1.389,0.518,-0.723,-0.254,0.874,0.319,0.501,0.423,-0.121,0.188,-0.402,0.158,0.084,-0.857,-0.06,0.414,0.84,0.1,0.091,0.019,-0.386,0.324,-0.272,-0.205,0.68,-1.009,0.587,-0.511,-0.089,0.69,-0.525,0.459,-0.144,-0.183,0.157,-0.621,0.278,-0.385,0.184,0.459,0.685,0.301,0.201,0.035,0.314,-0.705,0.489,-0.343,1
BD57-097,-0.286,0.228,-1.022,0.756,-0.485,-0.355,0.413,-0.495,0.23,-0.49,-0.102,0.066,-0.133,0.125,-0.04,-0.23,0.344,0.69,0.801,0.597,0.077,0.192,0.001,0.33,0.106,-0.175,-0.062,-0.406,0.676,-0.225,0.341,0.306,-0.964,0.494,-0.594,0.048,0.187,-0.225,0.208,0.065,-0.401,0.583,-1.388,1.095,-0.243,-0.183,0.248,-0.139,0.525,-0.037,1
BD57-099,-0.209,0.159,-1.015,0.732,-0.452,-0.082,0.116,0.297,0.172,-0.115,-0.079,0.083,-0.196,0.152,0.07,-0.545,0.487,0.783,0.205,0.585,0.078,0.035,0.007,0.301,0.133,-0.273,0.551,-1.124,0.621,-0.555,-0.005,0.957,-0.396,0.285,-0.19,-0.024,-0.043,-0.536,-0.09,-0.192,-0.106,0.116,-0.662,0.63,-1.064,0.063,0.369,-0.598,0.45,-0.232,1
BD57-100,-0.069,0.052,-1.37,0.545,-0.763,-0.113,0.7,1.522,0.078,0.874,-0.114,0.027,0.164,0.103,0.219,-0.157,1.033,-0.975,0.612,-0.459,0.032,0.18,-0.434,0.316,-0.259,-0.091,0.341,-0.558,0.349,-0.29,-0.065,0.636,-0.137,0.397,0.102,-0.032,0.384,-0.153,0.232,-0.142,1.117,-0.108,-0.293,-0.105,-1.049,0.051,0.427,-1.08,0.409,-0.644,1
BG1-22,-0.301,0.377,-1.176,0.707,-0.63,-0.251,0.696,-0.029,0.391,-0.04,-0.099,0.043,-0.131,0.24,-0.066,-0.26,1.056,0.53,0.521,0.533,0.154,0.185,-0.241,0.229,-0.127,-0.228,0.615,-1.127,0.614,-0.569,-0.177,0.749,0.226,0.394,0.385,-0.056,0.115,-0.225,0.029,-0.07,0.111,1.293,-0.71,0.515,0.117,0.035,0.314,-0.705,0.489,-0.343,1
BG10-19,0.086,0.059,-0.809,0.466,-0.424,-0.244,0.732,0.348,-0.114,0.167,-0.185,0.078,0.56,0.132,0.48,0.083,0.793,-0.616,0.26,-0.602,-0.074,0.208,-0.827,0.272,-0.453,-0.183,0.682,-1.295,0.591,-0.624,0.003,0.752,-1.856,0.193,-0.931,-0.139,0.178,0.265,0.13,0.052,1.143,0.534,1.367,0.034,1.588,0.056,0.395,-1.005,0.474,-0.468,1
BG7-20,-0.065,-0.098,-1.192,0.6,-0.573,-0.014,0.634,0.678,0.15,0.28,-0.136,0.041,0.064,0.016,0.117,-0.058,0.63,0.513,0.262,0.404,-0.013,-0.007,0.237,0.364,0.201,-0.228,0.615,-1.127,0.614,-0.569,-0.089,0.69,-0.525,0.459,-0.144,-0.17,0.091,0.063,0.035,0.063,0.111,1.293,-0.71,0.515,0.117,0.088,0.267,-0.7,0.472,-0.319,1
Bamlanivimab,-0.019,0.145,-1.389,0.518,-0.723,-0.177,0.599,0.708,0.479,0.688,-0.055,0.111,-0.06,0.201,0.161,-0.845,-0.093,0.748,0.734,0.36,0.063,0.016,-0.149,0.361,-0.083,-0.201,0.265,-1.093,0.539,-0.543,-0.122,0.717,-2.01,0.177,-1.244,0.127,0.119,-0.432,0.157,-0.08,-0.47,-0.402,-2.075,1.27,-0.98,-0.17,0.45,-0.644,0.455,-0.387,1
Beta-22,-0.221,0.188,-0.977,0.731,-0.466,-0.229,0.688,1.036,0.233,0.758,-0.19,-0.132,-0.074,0.299,-0.002,0.175,0.507,-0.97,-0.009,-0.322,0.146,0.114,0.025,0.235,0.054,-0.027,0.1,-0.715,0.412,-0.378,0.62,0.608,0.614,0.021,0.615,0.024,0.099,-0.527,0.155,-0.277,-0.471,0.035,-1.607,0.037,-0.992,-0.119,0.308,-0.525,0.511,-0.353,1
Beta-24,-0.272,0.369,-1.621,0.593,-0.959,0.008,0.896,-1.67,0.192,-1.117,-0.022,0.414,0.256,-0.044,0.253,-0.199,0.688,1.332,0.321,0.84,-0.025,0.234,-0.835,0.405,-0.444,-0.222,0.586,-0.792,0.55,-0.448,-0.112,0.447,-0.145,0.353,-0.201,0.051,0.135,-0.303,0.054,-0.035,0.248,0.533,-0.651,0.609,-0.473,0.069,0.27,-0.481,0.492,-0.108,1
Beta-26,-0.157,0.28,-1.261,0.557,-0.784,-0.151,0.636,0.088,0.313,0.175,-0.027,0.43,0.099,0.006,0.13,-0.199,0.688,1.332,0.321,0.84,-0.04,0.177,-0.806,0.444,-0.397,-0.114,0.477,-0.398,0.557,-0.174,0.116,0.695,-0.704,0.389,0.028,-0.197,0.067,-0.637,0.18,-0.534,0.624,0.668,-4.024,0.051,-3.044,0.075,0.365,-0.396,0.453,-0.202,1
Beta-29,-0.221,0.188,-0.977,0.731,-0.466,-0.229,0.688,1.036,0.233,0.758,-0.012,-0.234,-0.077,0.369,0.223,0.47,0.118,0.183,0.174,-0.101,0.142,0.265,0.029,0.246,0.106,-0.089,0.144,-1.106,0.537,-0.606,0.783,0.692,0.461,-0.159,0.552,0.099,0.182,-0.456,0.13,-0.212,-0.471,0.035,-1.607,0.037,-0.992,-0.119,0.308,-0.525,0.511,-0.353,1
Beta-32,-0.016,-0.014,-1.049,0.579,-0.582,-0.132,0.732,2.284,0.124,1.463,-0.113,-0.049,0.078,-0.158,0.155,-0.024,1.027,0.402,0.518,0.511,0.064,0.1,0.031,0.295,0.094,-0.201,0.265,-1.093,0.539,-0.543,-0.29,0.622,-1.399,0.024,-0.742,0.106,-0.039,-0.195,0.21,0.067,-0.47,-0.402,-2.075,1.27,-0.98,-0.175,0.48,-0.838,0.449,-0.497,1
Beta-38,0.086,0.059,-0.809,0.466,-0.424,-0.098,0.66,1.105,-0.218,0.614,-0.179,0.062,0.717,0.082,0.602,-0.096,0.962,0.007,0.423,0.061,-0.033,0.198,-0.845,0.26,-0.411,-0.183,0.682,-1.295,0.591,-0.624,-0.048,0.887,-0.444,0.658,0.138,-0.1,0.155,-0.04,0.267,-0.06,0.554,1.018,-0.721,0.111,-0.26,0.039,0.391,-1.13,0.448,-0.599,1
Beta-40,-0.152,0.257,-1.043,0.581,-0.757,-0.263,1.141,-1.281,0.416,-0.527,-0.059,0.463,0.152,0.067,0.285,-0.307,0.609,-0.085,0.382,0.066,-0.063,0.163,-0.505,0.413,-0.316,-0.17,0.561,-1.326,0.561,-0.781,0.001,0.014,-1.082,0.624,-0.552,-0.098,0.269,-0.138,0.025,-0.071,0.884,0.38,-2.628,0.045,-1.414,0.043,0.238,-0.281,0.464,-0.167,1
Beta-44,-0.033,0.037,-1.228,0.554,-0.623,-0.193,0.803,1.301,0.313,0.943,-0.18,0.115,-0.109,0.05,-0.02,0.057,0.925,0.623,0.283,0.442,0.066,0.021,-0.163,0.331,-0.022,-0.316,0.62,-1.078,0.607,-0.613,-0.13,0.727,-1.584,0.477,-0.983,0.041,0.138,-0.286,-0.048,-0.077,-0.401,0.583,-1.388,1.095,-0.243,0.088,0.331,-0.619,0.447,-0.212,1
Beta-54,-0.171,0.149,-0.816,0.539,-0.621,-0.118,0.852,-0.455,0.292,0.068,-0.116,0.349,0.042,0.078,0.09,-0.145,0.702,0.348,0.087,0.331,-0.101,0.168,-0.53,0.496,-0.34,-0.247,0.207,-0.976,0.587,-0.505,-0.148,0.759,-0.994,0.24,-0.459,0.106,-0.039,-0.195,0.21,0.067,-0.47,-0.402,-2.075,1.27,-0.98,-0.162,0.401,-0.502,0.466,-0.321,1
C004,-0.033,0.037,-1.228,0.554,-0.623,-0.132,0.732,2.284,0.124,1.463,-0.113,-0.049,0.078,-0.158,0.155,-0.297,0.855,0.506,0.588,0.496,0.092,0.031,-0.016,0.296,0.068,-0.201,0.265,-1.093,0.539,-0.543,0.286,0.439,-0.816,-0.118,-0.747,0.196,0.086,-0.076,0.108,0.131,0.077,0.133,-3.05,0.66,-2.012,-0.132,0.411,-0.25,0.425,-0.212,1
C006,-0.267,0.263,-1.06,0.74,-0.386,-0.487,0.365,0.133,-0.1,-0.116,-0.014,0.092,0.093,0.174,0.309,0.042,0.666,0.146,0.608,0.505,0.063,0.158,-0.32,0.298,-0.155,-0.187,0.693,-1.402,0.625,-0.708,-0.056,0.91,-0.751,0.502,-0.235,-0.1,0.155,-0.04,0.267,-0.06,0.554,1.018,-0.721,0.111,-0.26,0.004,0.352,-1.164,0.46,-0.63,1
C009,-0.133,-0.002,-1.161,0.525,-0.64,-0.132,0.732,2.284,0.124,1.463,-0.113,-0.049,0.078,-0.158,0.155,-0.024,1.027,0.402,0.518,0.511,0.092,0.031,-0.016,0.296,0.068,-0.216,0.656,-1.275,0.622,-0.643,-0.005,0.957,-0.396,0.285,-0.19,0.041,0.138,-0.286,-0.048,-0.077,-0.069,-0.111,-1.276,0.675,-1.582,0.108,0.294,-0.602,0.471,-0.284,1
C034,-0.019,0.145,-1.389,0.518,-0.723,-0.324,0.671,-0.049,0.584,0.241,-0.055,0.111,-0.06,0.201,0.161,-0.845,-0.093,0.748,0.734,0.36,0.063,0.016,-0.149,0.361,-0.083,-0.234,0.431,-0.9,0.525,-0.595,0.3,1.061,0.894,-0.05,0.718,0.003,0.211,-0.932,0.127,-0.618,-0.544,0.688,-1.645,0.994,-0.498,-0.036,0.327,-0.276,0.484,-0.101,1
C043,0.039,0.278,-1.091,0.491,-0.532,-0.255,0.319,0.779,0.299,0.482,0.035,-0.115,-0.131,0.129,0.06,-0.499,0.594,0.307,0.797,0.252,0.161,-0.095,0.076,0.263,-0.067,-0.091,0.33,-0.437,0.621,-0.099,0.158,0.687,-0.694,0.336,-0.202,0.065,0.036,-0.239,0.345,0.092,-0.401,0.583,-1.388,1.095,-0.243,-0.078,0.314,-0.171,0.461,-0.082,1
C049,-0.14,0.229,-1.082,0.582,-0.743,-0.395,0.944,-0.363,0.606,0.023,-0.022,0.414,0.256,-0.044,0.253,-0.216,0.663,-0.346,0.196,0.048,-0.05,0.229,-0.655,0.46,-0.364,-0.179,0.331,-0.975,0.513,-0.484,0.225,0.242,-0.36,-0.216,-0.006,0.106,-0.039,-0.195,0.21,0.067,0.337,-0.155,-1.653,0.654,-0.382,-0.145,0.439,-0.546,0.462,-0.29,1
C050,-0.272,0.215,-0.925,0.69,-0.418,0.092,0.577,0.639,0.228,0.605,-0.207,0.15,-0.65,0.422,-0.422,-0.291,0.805,1.079,0.59,0.919,0.054,0.025,0.019,0.296,-0.02,-0.322,0.516,-1.127,0.601,-0.575,-0.012,0.955,0.578,0.233,0.564,0.041,0.138,-0.286,-0.048,-0.077,-0.172,0.474,-2.987,0.551,-2.384,0.049,0.292,-0.72,0.407,-0.393,1
C057,-0.032,0.029,-1.228,0.584,-0.559,-0.165,0.525,0.668,0.086,0.218,-0.147,0.008,0.073,-0.076,0.131,-0.08,1.227,-0.043,0.641,0.345,-0.011,-0.067,-0.128,0.236,-0.145,-0.273,0.551,-1.124,0.621,-0.555,-0.07,0.317,-0.845,0.381,-0.479,-0.046,0.218,-0.5,0.021,-0.306,-0.069,-0.111,-1.276,0.675,-1.582,0.063,0.369,-0.598,0.45,-0.232,1
C058,-0.033,0.037,-1.228,0.554,-0.623,-0.165,0.525,0.668,0.086,0.218,-0.147,0.008,0.073,-0.076,0.131,-0.036,1.061,0.067,0.624,0.251,-0.019,-0.062,0.016,0.236,-0.038,-0.273,0.551,-1.124,0.621,-0.555,-0.047,0.645,-0.615,0.322,-0.233,0.041,0.138,-0.286,-0.048,-0.077,-0.069,-0.111,-1.276,0.675,-1.582,0.063,0.369,-0.598,0.45,-0.232,1
C059,-0.03,0.026,-1.121,0.52,-0.54,-0.014,0.634,0.678,0.15,0.28,-0.113,-0.049,0.078,-0.158,0.155,-0.024,1.027,0.402,0.518,0.511,-0.044,-0.162,0.359,0.239,0.235,-0.273,0.551,-1.124,0.621,-0.555,-0.005,0.957,-0.396,0.285,-0.19,0.002,0.197,0.073,-0.068,0.121,-0.004,-0.469,1.049,0.754,-0.262,0.046,0.335,-0.681,0.414,-0.26,1
C062,-0.242,0.17,-0.602,0.774,-0.187,-0.332,0.594,0.389,0.321,0.217,-0.034,0.142,-0.379,0.207,-0.148,-0.42,0.841,-2.055,0.412,-1.261,0.109,0.042,-0.105,0.289,0.01,-0.168,0.41,-0.565,0.373,-0.323,-0.212,0.707,-0.894,0.501,-0.345,-0.032,0.384,-0.153,0.232,-0.142,1.117,-0.108,-0.293,-0.105,-1.049,0.051,0.427,-1.08,0.409,-0.644,1
C064,-0.216,0.145,-1.26,0.705,-0.683,-0.255,0.319,0.779,0.299,0.482,-0.124,0.016,-0.499,0.309,-0.211,-0.242,1.045,0.014,0.701,0.495,0.124,0.085,-0.027,0.271,0.048,-0.273,0.551,-1.124,0.621,-0.555,-0.13,0.727,-1.584,0.477,-0.983,0.041,0.138,-0.286,-0.048,-0.077,0.248,0.533,-0.651,0.609,-0.473,0.088,0.331,-0.619,0.447,-0.212,1
C065,-0.157,0.28,-1.261,0.557,-0.784,-0.145,1.084,-0.676,0.332,-0.169,-0.013,0.267,0.253,-0.156,0.33,-0.137,0.802,0.241,0.423,0.269,-0.061,0.215,-0.633,0.423,-0.382,-0.201,0.265,-1.093,0.539,-0.543,0.319,0.26,0.346,-0.078,-0.087,0.209,0.06,-0.29,0.159,0.029,0.077,0.133,-3.05,0.66,-2.012,-0.132,0.411,-0.25,0.425,-0.212,1
C067,-0.287,0.256,-1.079,0.756,-0.45,-0.464,0.291,0.901,0.3,0.804,-0.082,0.101,-0.086,0.26,0.135,0.273,0.441,-1.814,0.064,-0.916,0.082,0.094,-0.194,0.273,-0.044,-0.201,0.234,-1.229,0.572,-0.602,0.524,0.794,-2.684,0.218,-1.434,0.064,0.168,-0.378,0.072,-0.107,-0.471,0.035,-1.607,0.037,-0.992,-0.032,0.288,-0.295,0.447,-0.273,1
C068,-0.268,0.28,-1.148,0.693,-0.551,-0.376,0.76,0.279,0.338,0.31,-0.137,-0.231,-0.126,0.218,0.042,0.144,0.56,-0.901,-0.007,-0.407,0.143,0.044,0.307,0.282,0.221,-0.192,0.612,-1.142,0.61,-0.516,0.006,0.927,-0.099,0.191,0.041,0.018,0.056,-0.456,-0.114,-0.399,-0.172,0.474,-2.987,0.551,-2.384,0.102,0.335,-0.67,0.437,-0.293,1
C069,-0.054,0.201,-1.358,0.522,-0.751,-0.3,0.537,0.823,0.614,0.736,-0.135,0.105,0.112,0.111,0.264,-0.575,-0.248,0.353,0.385,0.104,0.068,-0.041,-0.052,0.312,-0.083,-0.114,0.104,-0.358,0.678,-0.087,0.059,0.834,-0.728,0.234,-0.53,0.035,0.013,-0.346,0.239,-0.065,-0.401,0.583,-1.388,1.095,-0.243,-0.078,0.314,-0.171,0.461,-0.082,1
C080,0.043,-0.004,-0.861,0.492,-0.541,-0.37,0.489,1.209,-0.148,0.6,-0.212,-0.08,0.377,0.247,0.347,0.083,0.793,-0.616,0.26,-0.602,-0.05,0.231,-0.918,0.319,-0.477,-0.25,0.55,-1.245,0.64,-0.627,-0.229,0.533,-0.659,0.508,-0.266,-0.14,0.155,0.065,0.228,-0.026,0.502,1.103,1.309,0.236,1.31,0.035,0.314,-0.705,0.489,-0.343,1
C083,-0.25,0.212,-0.881,0.765,-0.345,-0.356,0.728,-0.482,0.291,-0.278,-0.034,0.142,-0.379,0.207,-0.148,-0.395,0.707,-1.183,0.442,-0.766,0.109,0.042,-0.105,0.289,0.01,-0.354,0.13,-1.575,0.777,-0.844,-0.152,0.709,-1.751,0.33,-0.656,0.222,0.039,-0.469,-0.052,-0.176,0.067,0.597,-1.961,0.25,-0.933,0.101,0.358,-0.881,0.356,-0.519,1
C085,-0.14,0.229,-1.082,0.582,-0.743,-0.178,0.608,-1.175,0.07,-0.748,-0.054,0.378,0.576,0.035,0.481,-0.204,1.014,-0.374,0.354,-0.198,-0.04,0.208,-0.61,0.419,-0.342,-0.228,0.615,-1.127,0.614,-0.569,0.071,0.54,-1.079,0.314,-0.733,-0.154,0.146,0.041,0.091,-0.062,0.107,-0.049,0.926,0.77,0.7,0.043,0.266,-0.563,0.499,-0.276,1
C086,-0.14,0.229,-1.082,0.582,-0.743,-0.226,0.596,-0.314,0.274,-0.302,-0.133,0.346,-0.003,0.205,0.224,-0.385,0.811,-0.546,0.417,-0.355,-0.03,0.2,-0.474,0.401,-0.287,-0.228,0.615,-1.127,0.614,-0.569,-0.008,0.129,0.257,0.324,-0.081,-0.287,0.141,0.186,0.194,-0.027,0.107,-0.049,0.926,0.77,0.7,0.038,0.184,-0.62,0.514,-0.337,1
C088,0.019,0.061,-1.118,0.541,-0.52,-0.124,0.452,2.129,0.028,1.184,-0.08,0.099,0.157,-0.059,0.185,-0.119,0.607,-1.597,0.609,-0.872,0.068,-0.016,0.116,0.286,0.069,-0.228,0.615,-1.127,0.614,-0.569,-0.385,1.017,-0.823,0.735,-0.14,-0.136,0.081,-0.215,0.19,-0.119,0.042,0.308,-1.398,0.69,-0.62,0.019,0.269,-0.787,0.507,-0.383,1
C089,-0.239,0.239,-1.156,0.706,-0.506,-0.157,0.075,1.675,0.405,1.222,-0.156,-0.189,-0.069,0.217,0.022,0.238,0.364,-0.416,0.312,-0.051,0.093,0.04,0.011,0.261,0.074,-0.247,0.207,-0.976,0.587,-0.505,-0.148,0.759,-0.994,0.24,-0.459,0.106,-0.039,-0.195,0.21,0.067,-0.401,0.583,-1.388,1.095,-0.243,-0.167,0.431,-0.695,0.459,-0.431,1
C091,-0.019,0.145,-1.389,0.518,-0.723,-0.254,0.874,0.319,0.501,0.423,-0.055,0.111,-0.06,0.201,0.161,-0.845,-0.093,0.748,0.734,0.36,0.063,0.016,-0.149,0.361,-0.083,-0.228,0.615,-1.127,0.614,-0.569,-0.089,0.69,-0.525,0.459,-0.144,-0.136,0.081,-0.215,0.19,-0.119,0.111,1.293,-0.71,0.515,0.117,0.035,0.314,-0.705,0.489,-0.343,1
C092,-0.019,0.145,-1.389,0.518,-0.723,-0.22,0.532,0.44,0.154,0.559,-0.055,0.111,-0.06,0.201,0.161,-0.694,0.016,0.759,0.799,0.422,0.038,-0.022,-0.126,0.276,-0.094,-0.228,0.615,-1.127,0.614,-0.569,0.042,0.627,0.149,0.365,0.254,-0.169,-0.014,-0.388,0.229,-0.205,0.502,1.103,1.309,0.236,1.31,0.054,0.305,-0.838,0.443,-0.521,1
C093,-0.14,0.229,-1.082,0.582,-0.743,-0.271,1.077,-0.412,0.352,0.003,-0.022,0.414,0.256,-0.044,0.253,-0.216,0.663,-0.346,0.196,0.048,-0.043,0.215,-0.68,0.441,-0.397,-0.232,0.519,-1.527,0.596,-0.866,0.127,0.902,0.117,0.179,0.237,-0.169,0.188,-0.397,0.317,-0.271,0.98,0.653,-0.353,-0.199,-0.459,0.04,0.452,-0.323,0.462,0.027,1
C094,-0.101,0.249,-1.118,0.539,-0.758,-0.267,0.635,-0.619,0.479,-0.512,-0.022,0.414,0.256,-0.044,0.253,-0.06,0.76,1.201,0.167,0.786,-0.085,0.153,-0.656,0.419,-0.389,-0.258,0.389,-1.216,0.58,-0.757,0.028,0.604,0.524,0.254,0.454,-0.169,0.188,-0.397,0.317,-0.271,0.502,1.103,1.309,0.236,1.31,0.021,0.432,-0.268,0.428,0.115,1
C096,-0.279,0.253,-0.873,0.752,-0.39,-0.141,0.035,1.258,0.109,0.963,0.061,0.071,0.347,0.215,0.456,-0.027,0.32,0.182,0.532,0.362,0.16,0.064,-0.182,0.268,-0.185,-0.282,0.308,-0.895,0.559,-0.576,-0.224,0.38,-0.004,-0.12,0.183,0.021,0.108,-0.63,0.149,-0.477,-0.65,0.924,-1.325,0.986,-0.615,-0.036,0.327,-0.276,0.484,-0.101,1
C097,-0.157,0.28,-1.261,0.557,-0.784,-0.237,1.235,-0.359,0.428,0.07,-0.013,0.267,0.253,-0.156,0.33,-0.227,0.841,0.335,0.287,0.275,-0.03,0.2,-0.474,0.401,-0.287,-0.234,0.431,-0.9,0.525,-0.595,0.3,1.061,0.894,-0.05,0.718,0.003,0.211,-0.932,0.127,-0.618,-0.544,0.688,-1.645,0.994,-0.498,-0.087,0.312,-0.307,0.492,-0.214,1
C1002,-0.286,0.228,-1.022,0.756,-0.485,-0.185,0.198,-0.021,0.211,-0.465,-0.15,-0.002,0.08,0.254,0.079,-0.177,0.917,0.543,0.321,0.589,0.122,0.035,0.103,0.314,0.155,-0.225,0.261,-1.273,0.501,-0.733,0.482,0.344,0.194,-0.258,-0.15,0.196,0.086,-0.076,0.108,0.131,0.077,0.133,-3.05,0.66,-2.012,-0.137,0.441,-0.444,0.418,-0.322,1
C1003,-0.239,0.239,-1.156,0.706,-0.506,-0.446,0.556,-0.089,0.421,0.128,-0.01,0.016,0.441,0.235,0.318,-0.072,0.731,-1.292,0.534,-0.891,0.104,0.229,-0.033,0.217,0.068,-0.225,0.261,-1.273,0.501,-0.733,0.286,0.439,-0.816,-0.118,-0.747,0.196,0.086,-0.076,0.108,0.131,0.077,0.133,-3.05,0.66,-2.012,-0.126,0.381,-0.057,0.432,-0.102,1
C1006,-0.031,0.165,-1.35,0.547,-0.673,0.078,0.759,0.197,0.178,0.11,-0.053,-0.065,-0.195,0.186,0.008,-0.47,0.118,-0.165,0.765,-0.579,0.051,0.021,0.067,0.285,0.052,-0.197,0.255,-0.986,0.505,-0.459,-0.067,0.664,0.315,-0.012,0.234,0.033,-0.005,-0.345,0.266,-0.172,0.077,0.133,-3.05,0.66,-2.012,-0.146,0.521,-1.05,0.459,-0.617,1
C1007,0.008,0.095,-1.279,0.428,-0.624,-0.075,0.463,0.927,0.555,1.001,-0.041,0.109,-0.074,0.155,0.138,-0.306,0.194,0.18,0.723,-0.257,0.133,-0.052,0.427,0.373,0.348,-0.26,0.27,-0.957,0.524,-0.523,-0.067,0.664,0.315,-0.012,0.234,0.113,0.025,-0.193,0.257,0.18,0.077,0.133,-3.05,0.66,-2.012,-0.146,0.521,-1.05,0.459,-0.617,1
C1008,-0.282,0.217,-0.915,0.722,-0.402,-0.251,0.696,-0.029,0.391,-0.04,-0.168,0.077,-0.488,0.29,-0.277,-0.319,0.959,0.083,0.556,0.354,0.124,0.085,-0.027,0.271,0.048,-0.273,0.551,-1.124,0.621,-0.555,-0.13,0.727,-1.584,0.477,-0.983,0.041,0.138,-0.286,-0.048,-0.077,-0.069,-0.111,-1.276,0.675,-1.582,0.088,0.331,-0.619,0.447,-0.212,1
